‰„«œ;‰«„; ⁄œ«œ;ÕÃ„;«—“‘;œ?—Ê“;«Ê·?‰;¬Œ—?‰ „⁄«„·Â - „ﬁœ«—;¬Œ—?‰ „⁄«„·Â -  €??—;¬Œ—?‰ „⁄«„·Â - œ—’œ;ﬁ?„  Å«?«‰? - „ﬁœ«—;ﬁ?„  Å«?«‰? -  €??—;ﬁ?„  Å«?«‰? - œ—’œ;ò„ —?‰;»?‘ —?‰;EPS;P/E;Œ—?œ -  ⁄œ«œ;Œ—?œ - ÕÃ„;Œ—?œ - ﬁ?„ ;›—Ê‘ - ﬁ?„ ;›—Ê‘ - ÕÃ„;›—Ê‘ -  ⁄œ«œ
 „·Ì612; ”ÂÌ·«  „”ﬂ‰ »«‰ﬂ „·Ì-«”›‰œ96;4;31;17669225;542834;569975;569975;27,141.00;5.00;569975;27,141.00;5.00;569975;569975;;;8;107;569975;0;0;0
‘’œ›;’‰⁄ Ì œÊœÂ ›«„;2469;90089;1649529590;17439;18310;18310;871.00;4.99;17466;27.00;0.15;18310;18310;669;26.11;1402;4648855;18310;18310;2492;122
›”«;Å —Ê‘Ì„Ì ›”«;351;1865274;6754157154;3732;3621;3621;-111.00;-2.97;3690;-42.00;-1.13;3621;3621;10;369;9;25073;3621;3621;7186911;486
 ”Â9705;«„ Ì«“  ”ÂÌ·«  „”ﬂ‰ „—œ«œ97;258;2576;1552276634;628160;600000;596752;-31,408.00;-5.00;602592;-25,568.00;-4.07;596752;625000;;;0;0;0;596752;49;4
›—¬Ê—;›—¬Ê—Ìù„Ê«œ„⁄œ‰Ìù«Ì—«‰ù;2545;6545973;1.55477E+11;24930;23800;23690;-1,240.00;-4.97;23750;-1,180.00;-4.73;23690;24500;251;94.62;5;1712;23700;23700;3337;10
÷ŒÊœ7067;«Œ Ì«—Œ ŒÊœ—Ê-7500-1399/07/09;0;0;0;2100;0;2100;0;0;2100;0;0;0;0;;;1;20;220;2323;1;1
÷»œ—8068;«Œ Ì«—Œ ‘»‰œ—-51580-1399/08/18;0;0;0;22233;0;18400;-3,833.00;-17.24;22233;0;0;0;0;;;1;1;8000;0;0;0
«—Ê‰œ01;„‰›⁄  ’»« «—Ê‰œ «„Ìœ14001113;0;0;0;862582;0;860000;-2,582.00;-0.30;862582;0;0;0;0;;;1;1250;948840;0;0;0
À‰«„;” ”«Œ „«‰Ì » ‰«„ ¬Ê—«‰ „Â‰œ”Ì;707;3355377;69401390373;20082;20684;20684;602.00;3.00;20684;602.00;3.00;20500;20684;86;240.51;23;2305558;20684;20684;1651;3
÷»œ—8058;«Œ Ì«—Œ ‘»‰œ—-25580-1399/08/18;0;0;0;30500;0;30500;0;0;30500;0;0;0;0;;;1;5;23001;41500;2;1
‘” «994;«Ã«—Â  «„Ì‰ «Ã „«⁄Ì-‰ÊÌ‰991226;0;0;0;1001153;1101268;1001153;0;0;1001153;0;0;0;0;;;10;148;1101268;0;0;0
ÕÅ«—”«; Ê”⁄Â Õ„· Ê ‰ﬁ· —Ì·Ì Å«—”Ì«‰;972;1522666;88985157971;61144;58090;58087;-3,057.00;-5.00;58440;-2,704.00;-4.42;58087;61990;1142;51.17;4;1407;58087;58087;1213331;221
‘ê«„—‰;„Ã „⁄ Å —Ê ’‰⁄  ê«„—Ê‰;4;11642;3278387200;277500;281600;281600;4,100.00;1.48;281600;4,100.00;1.48;281600;281600;-2051;-137.3;1;125;277500;0;0;0
÷’«œ8016;«Œ Ì«—Œ Ê»’«œ—-3600-1399/08/11;11;551;776500000;1664;1400;1500;-164.00;-9.86;1409;-255.00;-15.32;1400;1500;;;1;10;1400;1980;34;1
 „·Ì710; ”ÂÌ·«  „”ﬂ‰ ». „·Ì-œÌ97;0;0;0;155065;0;155065;0;0;155065;0;0;0;0;;;0;0;0;155065;3;1
÷Å‰«7045;«Œ Ì«—Œ —„Å‰«-60000-1399/07/13;0;0;0;13900;0;13800;-100.00;-0.72;13900;0;0;0;0;;;1;2;7890;9900;10;1
Ê¬–—;”—„«ÌÂùê–«—Ìù Ê”⁄Âù¬–—»«ÌÃ«‰ù;546;389249;69274644530;169500;177970;177970;8,470.00;5.00;177970;8,470.00;5.00;177970;177970;6626;26.86;716;2010392;177970;177970;6098;15
÷ŒÊœ7054;«Œ Ì«—Œ ŒÊœ—Ê-3400-1399/07/09;0;0;0;4501;0;4501;0;0;4501;0;0;0;0;;;0;0;0;4499;7;1
Ì«ﬁÊ ;’‰œÊﬁ ” Ì«ﬁÊ  ¬ê«Â-À«» ;41;95154;1027682100;10800;10780;10800;0;0;10800;0;0;10780;10810;;;1;1000;10810;10810;121196;6
÷€œ—8031;«Œ Ì«—Œ Ê€œÌ—-7010-1399/08/26;0;0;0;9800;0;9800;0;0;9800;0;0;0;0;;;1;5;13000;0;0;0
Õ”Ì‰«; Ê”⁄Â Œœ„«  œ—Ì«ÌÌ Ê»‰œ—Ì ”Ì‰«;1062;1231938;92467771535;76209;74100;74030;-2,179.00;-2.86;75059;-1,150.00;-1.51;73150;79500;3044;24.66;2;462;74005;74005;5476;3
—«Ì«‰911;„‘«—ﬂ  —«Ì«‰ ”«ÌÅ«-3„«ÂÂ18%;0;0;0;1029990;0;1029990;0;0;1029990;0;0;0;0;;;1;3000;1000000;1029990;28;1
 „·Ì803; ”ÂÌ·«  „”ﬂ‰ ». „·Ì-Œ—œ«œ98;0;0;0;135937;0;144165;8,228.00;6.05;135937;0;0;0;0;;;0;0;0;188824;3;1
«·»—“02;«Ã«—Â —Ì·Ì «·»—“‰Ì—Ê14020514;0;0;0;850000;0;850000;0;0;850000;0;0;0;0;;;2;2996;823982;1000000;1388;1
ﬂ·—;ﬂ·— Å«—”;5725;2857478;2.62761E+11;91066;93000;93500;2,434.00;2.67;91955;889.00;0.98;88572;95000;3670;25.06;14;2823;93500;93500;5281;34
 ”Â9803;«„ Ì«“  ”ÂÌ·«  „”ﬂ‰ Œ—œ«œ98;152;1194;786888082;681517;700000;647442;-34,075.00;-5.00;659035;-22,482.00;-3.30;647442;709000;;;0;0;0;647442;193;1
«›ﬁÕ;Õ .›—Ê‘ê«Â “‰ÃÌ—Â «Ì «›ﬁ ﬂÊ—Ê‘;1803;3717281;2.38129E+11;62388;62011;63880;1,492.00;2.39;64060;1,672.00;2.68;60000;67690;;;3;1780;63880;63880;6453;12
 „·Ì712; ”ÂÌ·«  „”ﬂ‰ ». „·Ì-«”›‰œ97;5;143;25663495;188910;179465;179465;-9,445.00;-5.00;179465;-9,445.00;-5.00;179465;179465;;;2;132;179465;198355;14;1
€œ«„;ŒÊ—«ﬂù  œ«„ù Å«—”ù;250;161522;22530703780;146830;139490;139490;-7,340.00;-5.00;143170;-3,660.00;-2.49;139490;139490;-203;-705.27;5;648;139490;139490;683338;818
Œ Ê—Õ;Õ . —«œÌ« Ê— «Ì—«‰ù;3202;4455374;1.74909E+11;42840;42000;39000;-3,840.00;-8.96;39260;-3,580.00;-8.36;38560;42840;;;13;4306;39000;39000;4457;21
Œ’œ—«;’‰⁄ Ìù œ—Ì«ÌÌù «Ì—«‰ù;9564;53617552;5.3133E+11;10203;9999;9897;-306.00;-3.00;9910;-293.00;-2.87;9897;9999;18;550.56;125;451860;9897;9897;37962516;2045
Ê”ÅÂ;”—„«ÌÂùê–«—Ìù ”ÅÂù;4267;38473468;8.49051E+11;21030;22080;22080;1,050.00;4.99;22070;1,040.00;4.95;21110;22080;883;24.99;1381;10260553;22080;22080;9534;18
‘” «;”—„«ÌÂ ê–«—Ì  «„Ì‰ «Ã „«⁄Ì;174461;249360663;1.4885E+13;57510;58800;60290;2,780.00;4.83;59690;2,180.00;3.79;54640;60380;;;78;154168;60250;60290;8301;1
€œ‘ ;œ‘ ù „—€«»ù;56;167982;50179583040;284500;298720;298720;14,220.00;5.00;296540;12,040.00;4.23;298720;298720;1411;210.16;287;1383980;298720;0;0;0
 Â—«‰112;„‘«—ﬂ  ‘  Â—«‰112-3„«ÂÂ18%;0;0;0;1000000;0;1000000;0;0;1000000;0;0;0;0;;;2;11999;990000;0;0;0
Œ“«„Ì«;“«„Ì«œ;18308;62054757;1.6653E+12;26040;25200;27340;1,300.00;4.99;26840;800.00;3.07;25200;27340;215;124.84;2755;8051338;27340;27340;74223;50
÷‘‰«7075;«Œ Ì«—Œ ‘Å‰«-27600-1399/07/28;1;1;27300000;23000;27300;27300;4,300.00;18.70;27300;4,300.00;18.70;27300;27300;;;1;1;20000;27299;2;2
’«ÌÅ«112;’ﬂÊﬂ „—«»ÕÂ ”«ÌÅ«112-3„«ÂÂ 16%;2;43;44679236;989574;1039052;1039052;49,478.00;5.00;1039052;49,478.00;5.00;1039052;1039052;;;16;222;1039052;1039052;12;1
«Ã«œ23;«Ã«—Â œÊ· Ì ¬Å—Ê—‘-„· 991118;0;0;0;1000000;0;1000000;0;0;1000000;0;0;0;0;;;1;1000;1000001;0;0;0
«Ã«œ25;«Ã«—Â œÊ· Ì ¬Å—Ê—‘-”ÅÂ—991118;0;0;0;1000010;0;1000010;0;0;1000010;0;0;0;0;;;1;300;1000000;1050000;2023;1
Ê Ê’«;ê—ÊÂ ”  Ê”⁄Â ’‰⁄ Ì «Ì—«‰;1076;5557604;1.196E+11;20500;21520;21520;1,020.00;4.98;21520;1,020.00;4.98;21520;21520;520;41.38;1058;5619613;21520;21520;21994;15
÷”Å«8017;«Œ Ì«—Œ Œ”«Å«-2200-1399/08/26;9;40;94711000;3800;2374;2999;-801.00;-21.08;2368;-1,432.00;-37.68;2000;2999;;;4;8;2999;2999;5;1
÷„·Ì8077;«Œ Ì«—Œ ›„·Ì -29750-1399/08/06;14;45;481391000;9558;10990;10000;442.00;4.62;10698;1,140.00;11.93;10000;11000;;;1;2;10000;10900;20;1
«Œ“«821;«”‰«œŒ“«‰Â-„21»ÊœÃÂ98-020906;73;76826;43076826599;569680;562000;569700;20.00;0;560706;-8,974.00;-1.58;542000;570001;;;1;350;569600;569600;309;1
÷»œ—8064;«Œ Ì«—Œ ‘»‰œ—-37580-1399/08/18;0;0;0;27000;0;27000;0;0;27000;0;0;0;0;;;1;100;5;0;0;0
ﬁ‰ﬁ‘;ﬁ‰œ ‰ﬁ‘ ÃÂ«‰;48;21913;2095321060;97571;95620;95620;-1,951.00;-2.00;97150;-421.00;-0.43;95620;95620;3215;30.22;0;0;0;95620;850623;424
Ê«Ì—«‰;·Ì“Ì‰ê «Ì—«‰Ì«‰;7134;32626369;4.5521E+11;13650;14330;13400;-250.00;-1.83;13950;300.00;2.20;13010;14330;577;24.18;27;49316;13400;13400;86040;23
„ﬂ—Ã112;„‘«—ﬂ  ‘Â—œ«—Ì ﬂ—Ã-3„«ÂÂ18%;0;0;0;965000;0;965000;0;0;965000;0;0;0;0;;;1;7500;960000;0;0;0
 ”Â9811;«„ Ì«“  ”ÂÌ·«  „”ﬂ‰ »Â„‰98;53;564;377229144;704048;668846;668846;-35,202.00;-5.00;668846;-35,202.00;-5.00;668846;668846;;;1;10;668846;668846;458;6
‘” «003;«Ã«—Â  «„Ì‰ «Ã „«⁄Ì-”ÅÂ—000523;0;0;0;1010583;1110001;1010583;0;0;1010583;0;0;0;0;;;7;108;1111641;1111641;25;2
€œÌ”;Å«ﬂœÌ”;4168;6042693;3.97669E+11;62932;64500;66078;3,146.00;5.00;65810;2,878.00;4.57;62210;66078;1918;34.31;26;27849;66078;66078;1562;6
‘ÊÌ‰œÂ;„œÌ—Ì  ’‰⁄  ‘ÊÌ‰œÂ  .’.»Â‘Â—;2870;2818870;1.47579E+11;53880;52010;52700;-1,180.00;-2.19;52350;-1,530.00;-2.84;51550;55000;1896;27.61;3;587;54900;54900;1968;5
ﬂœ„«;„⁄œ‰Ìù œ„«Ê‰œ;122;478269;36807582240;73300;76960;76960;3,660.00;4.99;75750;2,450.00;3.34;76960;76960;0;;1435;1762726;76960;76960;111;2
 ﬂ‰Ê; ﬂ‰Ê «—;183;883993;16000273300;19050;18100;18100;-950.00;-4.99;18680;-370.00;-1.94;18100;18100;-8;-2335;0;0;0;18100;3223302;548
÷ŒÊœ7048;«Œ Ì«—Œ ŒÊœ—Ê-2800-1399/07/09;0;0;0;5400;0;5400;0;0;5400;0;0;0;0;;;1;1;3900;4300;50;1
Õ «Ìœ; «ÌœÊ« —Œ«Ê—„Ì«‰Â;4554;15966437;3.95427E+11;26000;25410;24700;-1,300.00;-5.00;24770;-1,230.00;-4.73;24700;25500;1426;17.37;9;7323;24700;24700;424441;68
— ﬂÊ;ﬂ‰ —·ùŒÊ—œêÌù ﬂÌ‰ùﬂÊ;2106;5533583;1.49153E+11;25770;27050;27050;1,280.00;4.97;26950;1,180.00;4.58;26000;27050;-1243;-21.68;57;4013206;27050;27050;53674;5
 „·Ì706; ”ÂÌ·«  „”ﬂ‰ ». „·Ì-‘Â—ÌÊ—97;0;0;0;125628;0;125685;57.00;0.05;125628;0;0;0;0;;;0;0;0;119347;9;1
«›—«‰;’‰œÊﬁ ” «›—« ‰„«œ Å«Ìœ«—-À«» ;57;699395;8127805680;11620;11620;11640;20.00;0.17;11620;0;0;11620;11650;;;4;1695;11640;11640;87563;3
À„”ﬂ‰;”—„«ÌÂùê–«—Ìù „”ﬂ‰ù;7622;47693692;5.79604E+11;11780;12250;12050;270.00;2.29;12150;370.00;3.14;11500;12360;278;43.71;9;125063;12130;12130;131565;43
 «»«‰02;«Ã«—Â  «»«‰ ·Ê Ê”14021206;0;0;0;845000;0;845000;0;0;845000;0;0;0;0;;;1;200;820001;0;0;0
’«ÌÅ«908;’ﬂÊﬂ „—«»ÕÂ ”«ÌÅ«908-3„«ÂÂ 18%;9;46;45915430;1008036;1014900;990051;-17,985.00;-1.78;998161;-9,875.00;-0.98;990051;1014900;;;1;466;990050;1010000;42;2
›»” „;’‰«Ì⁄ ù»” Âù»‰œÌù „‘Âœ;1;10;21740;2111;2174;2174;63.00;2.98;2111;0;0;2174;2174;164;12.87;185;2576112;2174;0;0;0
Å«ﬂ‘ÊÕ;Õ . ê—ÊÂ ’‰⁄ Ì Å«ﬂ‘Ê;724;18367326;9.9081E+11;54200;54200;54200;0;0;53940;-260.00;-0.48;53000;56000;;;1;100;59620;0;0;0
„›«Œ—; Ê”⁄Â ›‰«Ê—Ì «ÿ·«⁄«  ŒÊ«—“„Ì;686;1298891;51586653776;41608;39800;39528;-2,080.00;-5.00;39805;-1,803.00;-4.33;39528;41000;716;55.59;1;756;39528;39528;608362;77
 „·Ì809; ”ÂÌ·«  „”ﬂ‰ ». „·Ì-¬–—98;0;0;0;189524;0;199000;9,476.00;5.00;189524;0;0;0;0;;;0;0;0;180048;3;1
ﬁ—‰99;„—«»ÕÂ ÅœÌœÂ ‘Ì„Ì ﬁ—‰990701;0;0;0;1000001;0;1000001;0;0;1000001;0;0;0;0;;;1;4;1100001;0;0;0
€“—;’‰⁄ Ì “— „«ﬂ«—Ê‰;3546;3449213;1.66597E+11;46000;48300;48300;2,300.00;5.00;48300;2,300.00;5.00;48300;48300;1747;27.65;9999;106499224;48300;0;0;0
œ·—;œ«—Ê”«“Ìù «ﬂ”Ì—;717;555856;62777197370;117120;113060;112500;-4,620.00;-3.94;112940;-4,180.00;-3.57;111600;114990;6688;16.89;1;250;112400;112400;596;4
÷€œ—8021;«Œ Ì«—Œ Ê€œÌ—-3510-1399/08/26;0;0;0;1;0;1;0;0;1;0;0;0;0;;;1;100;127;0;0;0
”Œ«‘;”Ì„«‰ùŒ«‘ù;1598;625952;54653322540;84150;80200;88350;4,200.00;4.99;87310;3,160.00;3.76;80200;88350;4416;19.77;37;32213;88350;88350;46;1
“„«Â«‰;„Ã „⁄  Ê·Ìœ êÊ‘  „—€ „«Â«‰;1562;2252433;75942244931;32839;33500;32850;11.00;0.03;33716;877.00;2.67;32000;34480;-117;-288.17;2;850;32860;32860;544;6
”›«‰Ê;”Ì„«‰ ›«—” ‰Ê;989;1483993;54274598530;36760;37000;36900;140.00;0.38;36570;-190.00;-0.52;36400;37000;2464;14.84;3;4141;36890;36890;11408;2
”«—«»;”Ì„«‰ù œ«—«»ù;1819;3558307;61305599090;17880;18770;16990;-890.00;-4.98;17230;-650.00;-3.64;16990;18770;536;32.15;10;8231;16990;16990;18245;20
ﬂ”—«;”—«„ÌﬂùÂ«Ìù’‰⁄ Ìù«—œﬂ«‰ù;1605;3694588;1.34298E+11;34620;36350;36350;1,730.00;5.00;36350;1,730.00;5.00;36350;36350;820;44.33;790;2323053;36350;36350;1487;2
«Ã«œ21;«Ã«—Â œÊ· Ì ¬Å—Ê—‘- „œ‰991118;0;0;0;1000014;0;1000100;86.00;0.01;1000014;0;0;0;0;;;1;250;990100;0;0;0
”›«—Êœ;ﬂ«—Œ«‰Â ›«—”Ì  œ—Êœ;317;871411;6546039432;7665;7512;7512;-153.00;-2.00;7565;-100.00;-1.30;7512;7512;-257;-29.44;3;2950;7512;7512;1207681;157
ŒÅÊÌ‘;”«“Âù ÅÊÌ‘ù;36;9857;1417338030;136950;143790;143790;6,840.00;4.99;137130;180.00;0.13;143790;143790;2802;48.94;124;29093;143790;0;0;0
ﬂ«„«;»«„«;25036;15592520;4.65787E+12;304170;318500;289990;-14,180.00;-4.66;298720;-5,450.00;-1.79;288970;319370;11152;26.79;75;23629;289990;289990;38408;59
ÿ”«‰7050;«Œ Ì«—› Å«—”«‰-11000-99/07/15;1;2;202000;311;101;101;-210.00;-67.52;101;-210.00;-67.52;101;101;;;1;50;101;290;50;1
«Œ“«722;«”‰«œŒ“«‰Â-„22»ÊœÃÂ97-000428;5;7158;6056643673;854918;845652;855550;632.00;0.07;846136;-8,782.00;-1.03;845651;855550;;;1;3195;846466;863000;560;1
ÊÕ«›Ÿ;»Ì„Â Õ«›Ÿ;644;1347572;92640947369;66763;68764;68765;2,002.00;3.00;68747;1,984.00;2.97;66820;68765;59;1165.2;58;83654;68765;68765;442;2
«Œ“«819;«”‰«œŒ“«‰Â-„19»ÊœÃÂ98-020322;0;0;0;618820;0;618000;-820.00;-0.13;618820;0;0;0;0;;;1;25000;588000;629000;190;1
·Å«—”;Å«—”ù «·ﬂ —Ìﬂù;12348;2924331;1.46245E+12;476370;500180;500180;23,810.00;5.00;500100;23,730.00;4.98;480000;500180;719;695.55;142;16047;500180;500180;12437;27
«Œ“«807;«”‰«œŒ“«‰Â-„7»ÊœÃÂ98-000719;70;44145;35902851633;818160;812000;813011;-5,149.00;-0.63;813294;-4,866.00;-0.59;811101;815800;;;1;7456;813011;820997;7783;1
÷Å‰«7036;«Œ Ì«—Œ —„Å‰«-32000-1399/07/13;0;0;0;27999;15600;27999;0;0;27999;0;0;0;0;;;1;1;15600;29500;3;1
ÂÃ— ;ÅŒ‘ ÂÃ— ;1340;565529;49436376139;91469;91469;86896;-4,573.00;-5.00;87422;-4,047.00;-4.42;86896;91469;3113;28.08;8;4603;86896;86896;3024;4
÷ç«œ7013;«Œ Ì«—Œ ﬂç«œ-10300-1399/07/07;0;0;0;12000;1550;12000;0;0;12000;0;0;0;0;;;1;1;6591;15400;1;1
“›ﬂ«;ﬂ‘  Ê œ«„œ«—Ì ›ﬂ«;2265;1756571;1.00562E+11;59960;59000;56962;-2,998.00;-5.00;57249;-2,711.00;-4.52;56962;59850;2330;24.57;13;14185;56962;56962;18999;22
€„Ì‰Ê;‘—ﬂ  ’‰«Ì⁄ €–«ÌÌ „Ì‰Ê ‘—ﬁ;2500;4141700;94857303857;24005;23001;22805;-1,200.00;-5.00;22903;-1,102.00;-4.59;22805;23700;636;36.01;8;7296;22805;22805;912436;301
«Œ“«812;«”‰«œŒ“«‰Â-„12»ÊœÃÂ98-001111;52;60134;46467035862;768709;768021;774998;6,289.00;0.82;772725;4,016.00;0.52;765771;784989;;;1;100;767650;779335;25000;1
÷ŒÊœ7049;«Œ Ì«—Œ ŒÊœ—Ê-3000-1399/07/09;0;0;0;5100;0;5100;0;0;5100;0;0;0;0;;;1;1;3020;4200;50;1
Õ—Ì·;—Ì· Å—œ«“”Ì—;11310;65361778;5.36325E+11;8581;8263;8250;-331.00;-3.86;8205;-376.00;-4.38;8152;8600;80;102.56;28;134256;8250;8250;480694;77
÷’«œ8009;«Œ Ì«—Œ Ê»’«œ—-2200-1399/08/11;1;8;20800000;2567;2600;2600;33.00;1.29;2600;33.00;1.29;2600;2600;;;1;100;2000;2599;5;1
“⁄›9908Å17;“⁄›—«‰9908ÅÊ‘«·„⁄„Ê· »Ì—Ã‰œ(Å);27;4990;318491393;61516;62009;63095;1,579.00;2.57;63826;2,310.00;3.76;62009;65999;;;1;1000;62095;63000;675;1
»Œ«Ê—;»Ì„Â “‰œêÌ Œ«Ê—„Ì«‰Â;839;7073037;76692903172;10347;10460;10864;517.00;5.00;10843;496.00;4.79;10430;10864;324;33.47;178;1226470;10864;10864;8335;4
 ”Â9802;«„ Ì«“  ”ÂÌ·«  „”ﬂ‰ «—œÌ»Â‘ 98;75;413;281899543;694747;711797;660010;-34,737.00;-5.00;682565;-12,182.00;-1.75;660010;729484;;;0;0;0;660010;25;2
„‘Âœ0112;„‘«—ﬂ  ‘ „‘Âœ0112-3„«ÂÂ18%;0;0;0;840220;0;840220;0;0;840220;0;0;0;0;;;1;1000;882231;0;0;0
œ”»Õ«‰;”»Õ«‰ œ«—Ê;2014;3343183;1.09358E+11;31180;32730;32730;1,550.00;4.97;32710;1,530.00;4.91;32040;32730;1003;32.61;93;185963;32730;32730;4631;7
‘êÊÌ«;Å —Ê‘Ì„Ì  ‰œêÊÌ«‰;40517;74396179;2.10576E+12;29422;29500;27951;-1,471.00;-5.00;28305;-1,117.00;-3.80;27951;29500;366;77.34;520;449952;27951;27951;44950858;9755
÷ —«8033;«Œ Ì«—Œ ‘ —«‰-16830-1399/08/11;0;0;0;36000;3600;36000;0;0;36000;0;0;0;0;;;1;1;13900;40000;11;2
Å«—”;Å —Ê‘Ì„Ì Å«—”;2880;2541351;3.89482E+11;160120;160000;152130;-7,990.00;-4.99;153260;-6,860.00;-4.28;152120;160000;10231;14.98;7;1774;152150;152150;6264;13
€„Â—«; Ê·ÌœÌù„Â—«„ù;352;58301;7236574500;122190;123990;123200;1,010.00;0.83;122470;280.00;0.23;122000;125890;4401;27.83;3;593;123200;123200;1627;1
”ﬂÂ0012Å01;”ﬂÂ  „«„ »Â«— ÕÊÌ·Ì 1—Ê“Â —›«Â;68;67300;76242891300;1121665;1132881;1132881;11,216.00;1.00;1132881;11,216.00;1.00;1132881;1132881;;;49;69900;1132881;0;0;0
Œ⁄„—«; Ê”⁄Â Ê ⁄„—«‰ ‘Â—” «‰ ‰«∆Ì‰;5;4842;64882800;13010;13400;13400;390.00;3.00;13011;1.00;0.01;13400;13400;-783;-16.62;32;902687;13400;0;0;0
—Ì‘„ﬂ; Ê·Ìœ Ê ’«œ—«  —Ì‘„ﬂ;2364;4855409;2.61031E+11;51345;52400;53912;2,567.00;5.00;53761;2,416.00;4.71;51760;53912;1676;32.08;357;815959;53912;53912;2932;6
¬—Ì«‰;”—„«ÌÂ ê–«—Ì Å«—” ¬—Ì«‰;4822;59754031;1.27196E+12;20755;21150;21000;245.00;1.18;21287;532.00;2.56;20141;21377;220;96.76;19;25002;21000;21000;59893;15
÷€œ—8044;«Œ Ì«—Œ Ê€œÌ—-17000-1399/08/26;2;6;58660000;8995;10330;9500;505.00;5.61;9777;782.00;8.69;9500;10330;;;1;10;9270;12000;5;1
 ”Â9805;«„ Ì«“  ”ÂÌ·«  „”ﬂ‰ „—œ«œ98;18;160;108186720;711754;676167;676167;-35,587.00;-5.00;676167;-35,587.00;-5.00;676167;676167;;;0;0;0;676167;18;3
”‘„«·;”Ì„«‰ù ‘„«·ù;1326;3164184;50666619950;15800;15560;16080;280.00;1.77;16010;210.00;1.33;15560;16200;415;38.58;9;4698;16070;16070;17574;4
Ê„⁄·„;»Ì„Â „⁄·„;1398;3689123;72897670339;19282;20230;20090;808.00;4.19;19760;478.00;2.48;18700;20230;416;47.5;4;2813;20040;20040;5730;6
‘” «002;«Ã«—Â  «„Ì‰ «Ã „«⁄Ì- „œ‰000523;0;0;0;1001100;1101210;1001100;0;0;1001100;0;0;0;0;;;6;332;1101210;0;0;0
÷‘‰«7082;«Œ Ì«—Œ ‘Å‰«-43600-1399/07/28;0;0;0;19999;0;19999;0;0;19999;0;0;0;0;;;1;1;11400;0;0;0
ÊÅŒ‘;œ«—ÊÅŒ‘ù (Â·œÌ‰êù;649;259061;38935660630;149400;153450;150060;660.00;0.44;150090;690.00;0.46;148270;154000;8936;16.8;2;75;151980;151980;858;7
ÅﬂÊÌ—;ﬂÊÌ—  «Ì—;3442;7047973;1.67667E+11;25020;23770;23770;-1,250.00;-5.00;23790;-1,230.00;-4.92;23770;24560;271;87.79;22;24356;23770;23770;140613;51
÷’«œ8018;«Œ Ì«—Œ Ê»’«œ—-4000-1399/08/11;38;1115;1339012000;1351;1201;1200;-151.00;-11.18;1201;-150.00;-11.10;1200;1210;;;1;1;1170;1889;50;1
“ﬂ‘ ;ﬂ‘«Ê—“Ì „ﬂ«‰Ì“Â «’›Â«‰ ﬂ‘ ;1468;1905827;1.06002E+11;58288;55374;55374;-2,914.00;-5.00;55620;-2,668.00;-4.58;55374;57600;674;82.52;6;4229;55374;55374;344835;280
Ê—‰«;”—„«ÌÂùê–«—Ìù —‰«(Â·œÌ‰êù;2369;7179604;1.39428E+11;20440;19420;19420;-1,020.00;-4.99;19420;-1,020.00;-4.99;19420;19420;210;92.48;29;40762;19420;19420;14005044;2319
ÊŒ«—“„;”—„«ÌÂ ê–«—Ì ŒÊ«—“„Ì;46593;272601994;4.9412E+12;18080;17700;18980;900.00;4.98;18130;50.00;0.28;17180;18980;257;70.54;1162;9917739;18980;18980;687281;142
„’›Â«203;„‘«—ﬂ  ‘ «’›Â«‰203-3„«ÂÂ18%;0;0;0;1000000;0;1000000;0;0;1000000;0;0;0;0;;;1;6000;1000000;0;0;0
Œ«Â‰;¬Â‰ê—Ìù  —«ﬂ Ê—”«“Ìù «Ì—«‰ù;8554;19556933;9.00398E+11;45720;48000;43440;-2,280.00;-4.99;46040;320.00;0.70;43440;48000;291;158.21;32;23801;43440;43440;922788;246
À«’›«;‘—ﬂ ù ”«Œ „«‰ù «’›Â«‰ù;73;84317;1795783466;20678;21298;21298;620.00;3.00;20730;52.00;0.25;21298;21298;387;53.57;272;1037880;21298;21298;968;1
œ⁄»ÌœÕ;Õ . œ«—Ê”«“Ìù œﬂ —⁄»ÌœÌù;770;509094;20873946990;42190;42250;40800;-1,390.00;-3.29;41000;-1,190.00;-2.82;38020;42600;;;3;2124;40800;40800;3539;15
»ﬂÂ‰ÊÃ; Ê·Ìœ »—ﬁ „«Â «» ﬂÂ‰ÊÃ;3752;3447111;3.11611E+11;94821;90200;90080;-4,741.00;-5.00;90398;-4,423.00;-4.66;90080;94500;-2575;-35.11;20;4929;90080;90080;214421;84
‘«—«ﬂ;Å —Ê‘Ì„Ì ‘«“‰œ;4883;11043207;3.28475E+11;30270;30350;29980;-290.00;-0.96;29740;-530.00;-1.75;28810;30360;1310;22.7;25;14518;29970;29970;21102;10
‘—ﬁ1400;„‘«—ﬂ  ·Ì“Ì‰ê «Ì—«‰ Ê‘—ﬁ140010;10;204;204551660;998140;1005000;1005000;6,860.00;0.69;1002704;4,564.00;0.46;998000;1005000;;;1;5;1005000;1005000;438;1
‘Å‰«;Å«·«Ì‘ ‰›  «’›Â«‰;64349;161189764;7.60437E+12;49330;46880;46870;-2,460.00;-4.99;47180;-2,150.00;-4.36;46870;51790;532;88.68;1;120;46500;46870;104727404;9447
«‘«œ1;„‘«—ﬂ  œÊ· Ì1-‘—«Ìÿ Œ«’001026;0;0;0;981000;0;981000;0;0;981000;0;0;0;0;;;1;5000;936000;0;0;0
